SITE_ID,LATITUDE,LONGITUDE,SITE_NAME,NOTES
10000463,-37.809283,144.963288,"Tower crane 393 Swanston St Melbourne","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000473,-33.813074,151.176325,"Level 2 South Tower 407 Pacific Highway Artarmon","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000475,-37.908589,144.74998,"42 Parkwood Terrace POINT COOK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000476,-37.8152,144.9391,"429 Docklands Drive DOCKLANDS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000482,-32.55399,137.70681,"Telstra Temporary Gap Road","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000486,-20.063333,148.441667,"Broadcast Site Shag ISLET GLOUCESTER PASSAGE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000497,-37.800139,144.997756,"370 Johnston Street ABBOTSFORD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000498,-27.575647,152.970239,"30 Flint Street Inala","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000499,-37.82092,144.850921,"77 Millers Road Brooklyn","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
100005,-42.41492,147.263412,"Optus Site Midlands Highway SPRING HILL TIER","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000502,-33.926588,151.142812,"8 Jackson Drive MASCOT","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000503,-37.8123,144.9608,"388 Lonsdale Street MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000505,-31.090667,150.933667,"Allied Mills Tamworth 176 Marius St Tamworth","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000506,-33.42065,151.333333,"Hospital Gate A  Beane St West GOSFORD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000508,-32.794991,151.852905,"RAAF Base Medowie Rd  (600m N of Townsend Ave) WILLIAMTOWN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000509,-33.216706,148.742782,"733 Scenic Drive Manildra","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000510,-31.75183,115.8038,"Wanneroo Community Pharmacy 9 Colan Ave Wanneroo","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000511,-34.821,138.6018,"Obela Global 3 Norman Crescent Cavan","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000515,-42.949083,147.349042,"Tasmanet Rooftop Site 148 Channel Hwy TAROONA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000516,-37.9867,144.3509,"Barwon Prison 1140 Bacchus Marsh Road LARA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000522,-27.2872,152.986983,"15 Walter Crescent LAWNTON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000526,-31.863211,115.904877,"Brightwater Linen 107 Beringarra Drive MALAGA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000530,-34.0858,151.0077,"11 Veno Street HEATHCOTE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000532,-27.961444,153.35625,"61 Uplands Drive PARKWOOD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000533,-35.136224,147.346962,"50 McKell Avenue Wagga Wagga","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000534,-33.952,151.2311,"Southport Shopping Centre 232-262 Bunnerong Road HILLSDALE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000535,-33.9074,150.8677,"The Valley Plaza 187 Wilson Road GREEN VALLEY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000536,-37.8113,144.9929,"34-40 Elizabeth Street RICHMOND","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000537,-37.8315,144.9479,"165-167 Gladstone Street SOUTH MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000541,-33.761122,150.975583,"7 Bass Drive BAULKAM HILLS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000542,-14.260428,129.537814,"Power station  Wadeye","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000543,-37.817345,145.180791,"379-397 Whitehorse Rd Nunawading","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000545,-27.47578,153.0103,"1 - 5 Cameron St SOUTH BRISBANE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000546,-37.86506,144.9868,"111 - 113 Inkernab St ST KILDA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000547,-37.82584,144.996,"192 Swan St RICHMOND","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000550,-33.95793,151.2201,"14 Beauchamp Rd BANKSMEADOW","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000554,-27.99906,153.427458,"Chevron Renaissance Tower 3 23 Ferny Avenue SURFERS PARADISE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000555,-37.82149,145.175961,"193-195 Springvale Road NUNAWADING","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000559,-33.830286,151.028326,"5 Shirley St ROSEHILL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000561,-28.169716,153.513911,"GNSS Site Terminal Drive COOLANGATTA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000563,-33.907025,151.205335,"(Rear of)  377 Botany Road ZETLAND","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000567,-37.9867,145.1289,"St Marks Primary School 4-6 Dimar Court DINGLEY VILLAGE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000568,-33.751278,151.233639,"Gate 1  Bantry Bay Road FRENCHS FOREST","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000572,-33.871,151.1987,"Shop 412 Harbourside Shopping Centre 231/2-10 Darling Drive DARLING HARBOUR","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000580,-33.06945,151.53497,"NBN Co Rocky Point Road Eraring","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000581,-33.232238,151.447121,"NBN Co 32 Dakara Crescent Wallarah","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000582,-33.1725,151.37582,"NBN Co Site Buangi Road Fire Trail Durren Durren","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000587,-38.259399,144.547567,"145 Shell Road OCEAN GROVE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000588,-37.6801,145.070292,"VHA Rooftop Site Uni Hill Factory Outlets 2 Janfield Drive BUNDOORA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000589,-33.758231,150.692408,"VHA Rooftop Site Nepean Village 122-126 Station Street PENRITH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000599,-25.565328,152.662164,"Georgiou DGPS transmitter 22637 Bruce Highway TINANA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000600,-33.885305,151.202453,"39-47 Regent Street CHIPPENDALE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000601,-27.993938,153.42655,"Cnr Norfolk Ave and Oak Ave Surfers Paradise","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000602,-10.474788,105.580697,"Christmas Island Internet Administration Limited Jacks Hill CHRISTMAS ISLAND","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000603,-10.42433,105.67943,"Christmas Island Internet Administration Limited Poon Saan Cinema CHRISTMAS ISLAND","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000604,-10.422213,105.6824,"Christmas Island Internet Administration Limited Seaview Lodge CHRISTMAS ISLAND","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000605,-10.422797,105.682588,"Christmas Island Internet Administration Limited Taaman Sweetlands Community Hall CHRISTMAS ISLAND","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000606,-10.426947,105.671766,"Christmas Island Internet Administration Limited Flying Fish Cove Wharf CHRISTMAS ISLAND","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000607,-10.426069,105.6947,"Christmas Island Internet Administration Limited Australian Border Force Radar Tower CHRISTMAS ISLAND","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000609,-37.8171,144.994,"Telstra Site Leigh Place Richmond","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000610,-24.80796,142.98636,"Telstra Temporary Off Thompson Developmental Road Jundah","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000611,-37.762861,144.961358,"22 Breese Street Brunswick","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000612,-37.816631,145.225811,"92 Maroondah Hwy   Ringwood","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000613,-37.763717,145.172406,"7 Red Hill Tce Doncaster East","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000614,-31.85807,115.886202,"2/36 Irvine Dr MALAGA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000616,-37.8274,144.9563,"52 Haig Street SOUTHBANK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000621,-28.538619,150.100777,"South Callandoon Radio Site 1911 Barwon Hwy GOONDIWINDI","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000622,-18.450833,140.497222,"Canobie East Radio Site via Burke Development Rd CANOBIE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000623,-37.6839,144.873,"58 Springbank Street TULLAMARINE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000624,-12.539911,131.259375,"270 Alphatonia Road LAMBELS LAGOON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000626,-33.857847,151.074342,"WestConnex M4 East Cnr Homebush Bay Drive & M4 Motorway Homebush","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000629,-41.432539,147.145829,"Broadcast Site Corner of Brisbane and Lawrence Street LAUNCESTON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000634,-37.8226,144.93,"808 Lorimer Street PORT MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000635,-37.8001,144.9069,"18-24 Hopkins Street FOOTSCRAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000638,-37.792927,144.746339,"Metropolitan Remand Centre Middle Rd Ravenhall","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000639,-27.50825,152.9725,"10 Victoria Ave CHELMER","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000640,-27.48431,153.0376,"18 Duke Street WOOLLOONGABBA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000641,-27.42843,153.0458,"469 Sandgate Rd ALBION","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000644,-33.912324,151.206417,"Crane 1 25-55 Rothshild Ave Rosebury","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000645,-33.913837,151.206,"Crane 2 25-55 Rothshild Ave Rosebury","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000646,-27.581136,153.097131,"10 Brandl St Eight Mile Plains","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000647,-32.9639,151.6945,"Shop MM3 Level 2 Charlestown Square 30 Pearson Street CHARLESTOWN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000648,-33.999637,150.744167,"Camden Council Cnr Central Avenue and Charker Street ORAN PARK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000654,-37.560106,143.846983,"Ballarat Cancer Centre 1 Drummond St N","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000659,-33.643707,146.972699,"Ungarie CHC (NSWH) 22 Condamine Street Ungarie","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000670,-27.91157,153.17902,"NBN Co 137 Knoll Road Tamborine Mountain","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000671,-27.81688,153.1701,"NBN Co 2 Garden Road Cedar Creek","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000672,-27.86535,153.16611,"NBN Co 1809 Beaudesert - Beenleigh Road Tamborine","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000673,-27.70905,153.08978,"NBN Co 503 Park Ridge Road Park Ridge","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000676,-25.527039,152.700775,"193 Tooley Street Maryborough","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000677,-33.318938,115.71547,"Eaton Fair Shopping Centre 2 Recreation Drive EATON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000678,-37.807591,144.967529,"Crane 1 9-23 Mackenzie Street Melbourne","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000680,-41.053073,145.905943,"Broadcast Site Council Chambers 80 Wilson Street BURNIE Wilson Street BURNIE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000692,-33.884119,151.237737,"250 Jersey Rd WOOLLAHRA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000694,-42.886802,147.333492,"Broadcast Site Salamanca Square Courtyard Salamanca Place HOBART","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000695,-27.4517,153.0415,"14/24 Stratton Street Newstead","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000696,-27.471878,153.028825,"Skytower 222 Margaret Street Brisbane","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000697,-33.81652,151.1711,"23 - 43 Little St LANE COVE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000699,-33.75271,151.1466,"17 - 23 Morriwa St GORDON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000701,-34.71918,138.6682,"Rivalry Urbanware Elizabeth Shopping Centre 10 Elizabeth Way ELIZABETH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000702,-27.48489,153.0011,"399 Montague Rd WEST END","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000704,-31.817164,116.196356,"NBN Co 269 Joseph Road Gidgegannup","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000705,-31.837702,116.181846,"NBN Co Lot 116 Cameron Road Gidgegannup","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000708,-32.036153,115.992188,"8 Wildfire Road Maddington","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000713,-37.71465,145.14781,"917 Main Road ELTHAM","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000716,-42.080139,145.555056,"AM Site (SE) McNamara Street QUEENSTOWN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000718,-33.9053,151.1317,"630-634 New Canterbury Road HURLSTONE PARK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000719,-38.1515,144.365917,"University Hospital Geelong Helipad Ryrie St GEELONG 3220","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000722,-33.930934,150.93902,"20 Kelso Crescent MOOREBANK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000723,-33.7692,151.083,"20-28 Cambridge Street EPPING","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000724,-37.832185,144.995904,"Broadcast Site Tesla Motors Church Street CREMORNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000725,-27.6106,152.893561,"18 Kristine Ave Goodna","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000727,-33.931951,150.923403,"20 Shepherd Street LIVERPOOL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000736,-35.644818,145.186423,"1258 Tocumwal Rd DENILIQUIN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000738,-37.814,145.2305,"Crane at Eastland Shopping Centre 171 Maroondah Highway RINGWOOD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000777,-31.722458,115.749844,"Mitchell Freeway extension 320 Burns Beach Road Neerabup","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10000783,-26.120012,149.623791,"Site 40AB226 Mt Organ Rd  (off Bundi Rd  10.5km E of) BUNDI","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
